frame_num,timestamp,class,confidence,x1,y1,x2,y2
0,0.0,cat,0.5537051558494568,838.352783203125,311.98736572265625,1134.19091796875,669.1921997070312
0,0.0,cat,0.48629650473594666,486.0411376953125,80.9412841796875,1128.1263427734375,677.5413208007812
56,1.8666666666666667,cat,0.6282049417495728,475.9832763671875,71.06391906738281,1121.15380859375,678.6268310546875
56,1.8666666666666667,cat,0.41643109917640686,857.3954467773438,317.2760314941406,1120.4599609375,670.412353515625
57,1.9,cat,0.6292886137962341,475.638427734375,71.10432434082031,1121.3035888671875,679.0763549804688
57,1.9,cat,0.4040816128253937,856.6722412109375,317.4139404296875,1120.56298828125,670.8167724609375
58,1.9333333333333333,cat,0.6477420330047607,473.07220458984375,71.49640655517578,1121.8670654296875,678.5968017578125
58,1.9333333333333333,cat,0.3920465111732483,853.8521728515625,317.0882568359375,1120.94140625,670.3890991210938
59,1.9666666666666666,cat,0.5167050361633301,472.0024719238281,70.69756317138672,1122.275146484375,678.7843017578125
59,1.9666666666666666,cat,0.4447324872016907,853.796142578125,317.2032165527344,1120.6522216796875,670.707763671875
60,2.0,cat,0.6286048889160156,470.3075866699219,70.57064819335938,1122.232177734375,678.8936157226562
60,2.0,cat,0.39338138699531555,855.0076904296875,317.3177185058594,1120.7816162109375,671.1331787109375
6,0.2,cat,0.5603435635566711,844.5847778320312,313.322265625,1134.2509765625,669.0505981445312
6,0.2,cat,0.49306270480155945,485.6078186035156,80.10252380371094,1129.781005859375,677.80810546875
7,0.23333333333333334,cat,0.5186721682548523,843.7453002929688,313.4690246582031,1134.2593994140625,669.2545776367188
7,0.23333333333333334,cat,0.5884155035018921,486.02166748046875,80.05574798583984,1129.7674560546875,677.9585571289062
8,0.26666666666666666,cat,0.5496847629547119,842.5303344726562,313.7120056152344,1134.2550048828125,669.2554931640625
8,0.26666666666666666,cat,0.49428585171699524,485.8103942871094,80.00875091552734,1129.85986328125,677.938720703125
9,0.3,cat,0.5579318404197693,842.6973266601562,313.81353759765625,1134.2601318359375,669.1810302734375
9,0.3,cat,0.4723854064941406,485.4161376953125,79.95317840576172,1129.67822265625,677.9000854492188
10,0.3333333333333333,cat,0.5388602018356323,841.9664916992188,314.12890625,1133.1888427734375,669.0245971679688
10,0.3333333333333333,cat,0.5387569069862366,486.4680480957031,80.09817504882812,977.0528564453125,677.238525390625
66,2.2,cat,0.6320180296897888,461.00286865234375,69.73875427246094,965.2750244140625,679.4046020507812
66,2.2,cat,0.43123653531074524,858.4384765625,317.6154479980469,1121.0494384765625,671.922607421875
67,2.2333333333333334,cat,0.537736713886261,460.6180725097656,69.62287139892578,913.348388671875,678.9155883789062
67,2.2333333333333334,cat,0.41699880361557007,856.9426879882812,317.48089599609375,1121.0777587890625,671.8933715820312
68,2.2666666666666666,cat,0.6741248369216919,455.5853576660156,69.33966064453125,1056.792724609375,679.7041015625
68,2.2666666666666666,cat,0.41214653849601746,856.8880004882812,317.48492431640625,1121.173828125,672.1040649414062
69,2.3,cat,0.7108355760574341,454.5224609375,69.3879165649414,1098.947265625,680.2711181640625
69,2.3,cat,0.3789949417114258,857.8217163085938,317.71136474609375,1121.168701171875,672.5224609375
70,2.3333333333333335,cat,0.5085896253585815,457.1053466796875,67.48265075683594,977.1597290039062,679.848388671875
70,2.3333333333333335,cat,0.45252177119255066,858.2815551757812,317.7852783203125,1121.319580078125,672.6307983398438
16,0.5333333333333333,cat,0.3835062086582184,828.013916015625,318.9561767578125,1121.158447265625,669.8170166015625
16,0.5333333333333333,cat,0.6058225035667419,487.7328186035156,78.39830017089844,1117.0269775390625,677.931884765625
17,0.5666666666666667,cat,0.288914293050766,820.497314453125,320.3390808105469,1119.7454833984375,669.7733764648438
17,0.5666666666666667,cat,0.67449551820755,487.5205383300781,77.70250701904297,1123.919189453125,677.9549560546875
18,0.6,cat,0.2983956038951874,827.4752197265625,320.472900390625,1118.519287109375,669.7077026367188
18,0.6,cat,0.7218157649040222,484.99615478515625,78.24174499511719,1123.97216796875,677.8684692382812
19,0.6333333333333333,cat,0.33290261030197144,826.749267578125,321.0473327636719,1118.1614990234375,669.9505004882812
19,0.6333333333333333,cat,0.7347034215927124,484.3657531738281,77.76594543457031,1123.3746337890625,677.9718017578125
20,0.6666666666666666,cat,0.4449700713157654,828.1546630859375,320.50994873046875,1116.9256591796875,669.8256225585938
20,0.6666666666666666,cat,0.5686116218566895,486.5411071777344,73.95193481445312,1124.29150390625,678.3883666992188
76,2.533333333333333,cat,0.5537437796592712,455.5697326660156,69.63893127441406,1125.263427734375,681.1246948242188
76,2.533333333333333,cat,0.39774537086486816,860.162353515625,318.41192626953125,1121.9957275390625,673.3839111328125
77,2.566666666666667,cat,0.5925622582435608,458.33807373046875,69.27147674560547,982.8180541992188,680.8743896484375
77,2.566666666666667,cat,0.44671085476875305,858.7673950195312,318.1700744628906,1122.0648193359375,673.3450317382812
78,2.6,cat,0.5666621327400208,455.53167724609375,68.65934753417969,1081.699951171875,681.123779296875
78,2.6,cat,0.4349593222141266,857.750244140625,318.0041198730469,1122.1246337890625,673.3165893554688
79,2.6333333333333333,cat,0.6094672083854675,458.4140319824219,68.7545166015625,970.8431396484375,681.0541381835938
79,2.6333333333333333,cat,0.447065144777298,857.060791015625,318.13128662109375,1122.083984375,673.2784423828125
80,2.6666666666666665,cat,0.575570285320282,455.4186706542969,69.0574951171875,1076.5902099609375,681.1495361328125
80,2.6666666666666665,cat,0.4467177093029022,857.203125,318.01318359375,1122.3067626953125,673.214111328125
26,0.8666666666666667,cat,0.471381276845932,832.3460693359375,321.9558410644531,1131.79443359375,670.1707153320312
26,0.8666666666666667,cat,0.5582106113433838,489.4786071777344,70.83389282226562,1130.864990234375,678.8226318359375
27,0.9,cat,0.4733683466911316,833.7052612304688,321.7470397949219,1132.8565673828125,670.0968627929688
27,0.9,cat,0.5367552042007446,489.6757507324219,70.82697296142578,1131.1484375,678.7830200195312
28,0.9333333333333333,cat,0.47547781467437744,835.8802490234375,321.3614196777344,1134.3355712890625,670.2686767578125
28,0.9333333333333333,cat,0.5388659238815308,489.6830749511719,70.69368743896484,1132.8739013671875,678.663818359375
29,0.9666666666666667,cat,0.48497843742370605,839.09765625,320.6415100097656,1135.5943603515625,670.20556640625
29,0.9666666666666667,cat,0.5303728580474854,490.10498046875,70.582763671875,981.9563598632812,677.7426147460938
30,1.0,cat,0.46950244903564453,841.3104858398438,320.07855224609375,1136.4825439453125,670.3441772460938
30,1.0,cat,0.543168842792511,488.5760803222656,70.94341278076172,1091.0234375,678.3619384765625
86,2.8666666666666667,cat,0.7284287810325623,453.617919921875,70.85786437988281,1124.4315185546875,681.8010864257812
86,2.8666666666666667,cat,0.34503069519996643,857.7169799804688,318.18206787109375,1123.3455810546875,672.9938354492188
87,2.9,cat,0.7216347455978394,452.76336669921875,70.93862915039062,1125.0166015625,682.1104736328125
87,2.9,cat,0.34504038095474243,857.3072509765625,318.06048583984375,1123.5111083984375,673.0343017578125
88,2.933333333333333,cat,0.6679108738899231,455.2982177734375,70.91397857666016,1122.7117919921875,681.5988159179688
88,2.933333333333333,cat,0.3360041677951813,855.6959838867188,318.218994140625,1123.7191162109375,673.2401123046875
89,2.966666666666667,cat,0.5800089240074158,452.6952209472656,70.4998550415039,1125.253173828125,681.8139038085938
89,2.966666666666667,cat,0.37006643414497375,854.6964111328125,318.24609375,1124.0673828125,673.415283203125
90,3.0,cat,0.7057230472564697,456.7099304199219,71.11884307861328,977.6571655273438,681.3850708007812
90,3.0,cat,0.5664815902709961,853.6431274414062,318.3284606933594,1124.298095703125,673.1361694335938
36,1.2,cat,0.4648633599281311,840.6368408203125,319.5465393066406,1140.9093017578125,670.9518432617188
36,1.2,cat,0.6939857602119446,489.1073913574219,70.66535949707031,1112.168212890625,678.98046875
37,1.2333333333333334,cat,0.5030679106712341,841.8369140625,319.7253723144531,1140.75732421875,671.0081787109375
37,1.2333333333333334,cat,0.5841852426528931,488.4540710449219,69.94708251953125,1134.68359375,679.1366577148438
38,1.2666666666666666,cat,0.5288195013999939,842.309326171875,319.73101806640625,1138.05908203125,671.0699462890625
38,1.2666666666666666,cat,0.5631694197654724,488.42840576171875,69.59369659423828,1140.929931640625,679.2003784179688
39,1.3,cat,0.5123864412307739,843.0791015625,319.8187255859375,1137.0069580078125,671.1505737304688
39,1.3,cat,0.6051908135414124,488.478515625,69.62788391113281,1142.5552978515625,679.3314208984375
40,1.3333333333333333,cat,0.4633823037147522,842.1266479492188,319.0468444824219,1134.1993408203125,671.170166015625
40,1.3333333333333333,cat,0.5813722610473633,489.2768249511719,69.6186752319336,1140.4423828125,679.2293701171875
96,3.2,cat,0.6780616044998169,459.47314453125,72.40118408203125,895.5765380859375,680.3623657226562
96,3.2,cat,0.5903083086013794,853.1749877929688,318.37225341796875,1124.400146484375,672.8576049804688
97,3.2333333333333334,cat,0.6425507664680481,459.6410827636719,71.98175048828125,896.7215576171875,680.1570434570312
97,3.2333333333333334,cat,0.5851490497589111,852.7669677734375,318.3275146484375,1124.4869384765625,672.8052368164062
98,3.2666666666666666,cat,0.6340382695198059,459.9533996582031,70.47203826904297,899.600341796875,680.229248046875
98,3.2666666666666666,cat,0.5386528372764587,853.5469360351562,318.50140380859375,1124.0906982421875,672.861572265625
99,3.3,cat,0.679043173789978,459.8576354980469,69.94857025146484,900.3007202148438,680.3079223632812
99,3.3,cat,0.5678490996360779,853.6747436523438,318.4767761230469,1123.966796875,672.6914672851562
100,3.3333333333333335,cat,0.6761701107025146,462.16119384765625,69.3419189453125,901.1945190429688,680.2365112304688
100,3.3333333333333335,cat,0.5587930679321289,851.8944702148438,318.4491271972656,1123.6856689453125,672.7256469726562
46,1.5333333333333334,cat,0.715431809425354,485.2186279296875,69.78286743164062,1124.1885986328125,678.4410400390625
46,1.5333333333333334,cat,0.26369956135749817,795.6263427734375,318.83697509765625,1123.17138671875,672.5753784179688
47,1.5666666666666667,cat,0.5174444317817688,485.16259765625,68.94743347167969,978.1551513671875,677.1451416015625
47,1.5666666666666667,cat,0.4382791519165039,806.8995361328125,318.24188232421875,1122.402099609375,672.0100708007812
48,1.6,cat,0.4849148392677307,482.4867248535156,69.94550323486328,1077.9576416015625,677.7329711914062
48,1.6,cat,0.39506351947784424,801.227783203125,317.6728210449219,1122.0458984375,671.2763671875
49,1.6333333333333333,cat,0.5062230825424194,482.9882507324219,69.27881622314453,1105.554931640625,678.0593872070312
49,1.6333333333333333,cat,0.4030422270298004,809.2368774414062,318.0055847167969,1121.671630859375,671.6636962890625
50,1.6666666666666667,cat,0.5825923681259155,482.80621337890625,68.15203094482422,1116.6302490234375,678.5594482421875
50,1.6666666666666667,cat,0.34712928533554077,838.6461791992188,318.1795349121094,1121.4210205078125,671.24072265625
106,3.533333333333333,cat,0.7247709631919861,481.033447265625,69.4283676147461,897.4611206054688,681.9963989257812
106,3.533333333333333,cat,0.5723469853401184,855.3676147460938,318.0399169921875,1123.9886474609375,673.216552734375
107,3.566666666666667,cat,0.7952116131782532,483.1765441894531,68.86712646484375,894.7396850585938,682.0042114257812
107,3.566666666666667,cat,0.6066206693649292,855.6900634765625,318.0017395019531,1124.1309814453125,673.595703125
108,3.6,cat,0.716212809085846,484.64910888671875,69.06393432617188,899.7861328125,682.5096435546875
108,3.6,cat,0.5402472019195557,858.0614624023438,317.96881103515625,1124.0908203125,673.77783203125
109,3.6333333333333333,cat,0.5084515810012817,485.7553405761719,68.92986297607422,902.5391845703125,682.0924682617188
109,3.6333333333333333,cat,0.46920695900917053,859.639404296875,317.9142150878906,1123.916015625,673.8984985351562
110,3.6666666666666665,cat,0.47032418847084045,488.5854187011719,68.52259826660156,1009.4320678710938,680.9305419921875
110,3.6666666666666665,cat,0.4295779764652252,861.5128173828125,318.1490173339844,1123.815185546875,674.0885620117188
56,1.8666666666666667,cat,0.6282049417495728,475.9832763671875,71.06391906738281,1121.15380859375,678.6268310546875
56,1.8666666666666667,cat,0.41643109917640686,857.3954467773438,317.2760314941406,1120.4599609375,670.412353515625
57,1.9,cat,0.6292886137962341,475.638427734375,71.10432434082031,1121.3035888671875,679.0763549804688
57,1.9,cat,0.4040816128253937,856.6722412109375,317.4139404296875,1120.56298828125,670.8167724609375
58,1.9333333333333333,cat,0.6477420330047607,473.07220458984375,71.49640655517578,1121.8670654296875,678.5968017578125
58,1.9333333333333333,cat,0.3920465111732483,853.8521728515625,317.0882568359375,1120.94140625,670.3890991210938
59,1.9666666666666666,cat,0.5167050361633301,472.0024719238281,70.69756317138672,1122.275146484375,678.7843017578125
59,1.9666666666666666,cat,0.4447324872016907,853.796142578125,317.2032165527344,1120.6522216796875,670.707763671875
60,2.0,cat,0.6286048889160156,470.3075866699219,70.57064819335938,1122.232177734375,678.8936157226562
60,2.0,cat,0.39338138699531555,855.0076904296875,317.3177185058594,1120.7816162109375,671.1331787109375
116,3.8666666666666667,cat,0.4422113597393036,491.9892272949219,69.29778289794922,1043.4832763671875,680.175537109375
116,3.8666666666666667,cat,0.3843839168548584,859.908203125,318.22015380859375,1123.794677734375,673.40283203125
117,3.9,cat,0.4717470109462738,491.8365478515625,69.18635559082031,1092.3267822265625,680.7108764648438
117,3.9,cat,0.3841393291950226,860.6680908203125,318.2161560058594,1123.777587890625,673.3629760742188
118,3.933333333333333,cat,0.4527339041233063,492.12005615234375,69.10704040527344,1112.4700927734375,680.7590942382812
118,3.933333333333333,cat,0.42200466990470886,859.0095825195312,318.3363952636719,1123.921142578125,673.4697875976562
119,3.966666666666667,cat,0.4924996793270111,492.3839416503906,68.74893951416016,1122.6583251953125,680.8292236328125
119,3.966666666666667,cat,0.4165365397930145,859.5116577148438,318.37994384765625,1124.2763671875,673.5238647460938
120,4.0,cat,0.45757338404655457,491.4272766113281,68.88388061523438,1065.8072509765625,681.5733032226562
120,4.0,cat,0.44355425238609314,858.9940795898438,318.4229736328125,1124.44287109375,673.4977416992188
66,2.2,cat,0.6320180296897888,461.00286865234375,69.73875427246094,965.2750244140625,679.4046020507812
66,2.2,cat,0.43123653531074524,858.4384765625,317.6154479980469,1121.0494384765625,671.922607421875
67,2.2333333333333334,cat,0.537736713886261,460.6180725097656,69.62287139892578,913.348388671875,678.9155883789062
67,2.2333333333333334,cat,0.41699880361557007,856.9426879882812,317.48089599609375,1121.0777587890625,671.8933715820312
68,2.2666666666666666,cat,0.6741248369216919,455.5853576660156,69.33966064453125,1056.792724609375,679.7041015625
68,2.2666666666666666,cat,0.41214653849601746,856.8880004882812,317.48492431640625,1121.173828125,672.1040649414062
69,2.3,cat,0.7108355760574341,454.5224609375,69.3879165649414,1098.947265625,680.2711181640625
69,2.3,cat,0.3789949417114258,857.8217163085938,317.71136474609375,1121.168701171875,672.5224609375
70,2.3333333333333335,cat,0.5085896253585815,457.1053466796875,67.48265075683594,977.1597290039062,679.848388671875
70,2.3333333333333335,cat,0.45252177119255066,858.2815551757812,317.7852783203125,1121.319580078125,672.6307983398438
125,4.166666666666667,cat,0.6790542006492615,494.5891418457031,68.98174285888672,897.902099609375,680.668701171875
125,4.166666666666667,cat,0.47171446681022644,853.4678344726562,318.4134216308594,1124.757568359375,673.8579711914062
126,4.2,cat,0.7280122637748718,494.46435546875,69.29865264892578,896.7029418945312,680.9072265625
126,4.2,cat,0.4867227375507355,849.4413452148438,319.634033203125,1125.0999755859375,674.1369018554688
127,4.233333333333333,cat,0.5582439303398132,492.7579650878906,68.97252655029297,1049.6612548828125,681.3648681640625
127,4.233333333333333,cat,0.29203808307647705,832.5486450195312,321.8757629394531,1125.5037841796875,676.02099609375
128,4.266666666666667,cat,0.7031220197677612,491.6285705566406,68.77665710449219,1101.98876953125,681.090576171875
129,4.3,cat,0.704419732093811,491.326171875,68.75005340576172,1124.718017578125,681.124267578125
130,4.333333333333333,cat,0.7003873586654663,493.0830078125,69.1459732055664,996.4335327148438,681.4581298828125
130,4.333333333333333,cat,0.4324643015861511,821.11328125,328.2736511230469,1131.9906005859375,675.8555297851562
76,2.533333333333333,cat,0.5537437796592712,455.5697326660156,69.63893127441406,1125.263427734375,681.1246948242188
76,2.533333333333333,cat,0.39774537086486816,860.162353515625,318.41192626953125,1121.9957275390625,673.3839111328125
77,2.566666666666667,cat,0.5925622582435608,458.33807373046875,69.27147674560547,982.8180541992188,680.8743896484375
77,2.566666666666667,cat,0.44671085476875305,858.7673950195312,318.1700744628906,1122.0648193359375,673.3450317382812
78,2.6,cat,0.5666621327400208,455.53167724609375,68.65934753417969,1081.699951171875,681.123779296875
78,2.6,cat,0.4349593222141266,857.750244140625,318.0041198730469,1122.1246337890625,673.3165893554688
79,2.6333333333333333,cat,0.6094672083854675,458.4140319824219,68.7545166015625,970.8431396484375,681.0541381835938
79,2.6333333333333333,cat,0.447065144777298,857.060791015625,318.13128662109375,1122.083984375,673.2784423828125
80,2.6666666666666665,cat,0.575570285320282,455.4186706542969,69.0574951171875,1076.5902099609375,681.1495361328125
80,2.6666666666666665,cat,0.4467177093029022,857.203125,318.01318359375,1122.3067626953125,673.214111328125
136,4.533333333333333,cat,0.9003866314888,493.0087585449219,70.43280029296875,895.5107421875,679.8785400390625
136,4.533333333333333,cat,0.5142967104911804,802.0938110351562,333.3584289550781,1134.21875,670.6697387695312
137,4.566666666666666,cat,0.8951865434646606,493.2704772949219,70.37710571289062,895.1558837890625,680.502685546875
137,4.566666666666666,cat,0.45814603567123413,806.8447875976562,339.3641052246094,1128.534912109375,671.523681640625
138,4.6,cat,0.8898427486419678,493.39703369140625,70.16358184814453,894.6679077148438,680.6721801757812
138,4.6,cat,0.5665319561958313,811.0932006835938,352.5828857421875,1115.890380859375,672.5681762695312
139,4.633333333333334,cat,0.8924819231033325,493.8564453125,69.29265594482422,895.5416259765625,680.599609375
139,4.633333333333334,cat,0.4730127155780792,817.6089477539062,367.38348388671875,1104.36474609375,673.3541259765625
140,4.666666666666667,cat,0.894376277923584,494.7738037109375,67.09027099609375,896.5844116210938,680.82421875
140,4.666666666666667,cat,0.5278451442718506,808.9885864257812,382.16265869140625,1099.41650390625,674.2769775390625
86,2.8666666666666667,cat,0.7284287810325623,453.617919921875,70.85786437988281,1124.4315185546875,681.8010864257812
86,2.8666666666666667,cat,0.34503069519996643,857.7169799804688,318.18206787109375,1123.3455810546875,672.9938354492188
87,2.9,cat,0.7216347455978394,452.76336669921875,70.93862915039062,1125.0166015625,682.1104736328125
87,2.9,cat,0.34504038095474243,857.3072509765625,318.06048583984375,1123.5111083984375,673.0343017578125
88,2.933333333333333,cat,0.6679108738899231,455.2982177734375,70.91397857666016,1122.7117919921875,681.5988159179688
88,2.933333333333333,cat,0.3360041677951813,855.6959838867188,318.218994140625,1123.7191162109375,673.2401123046875
89,2.966666666666667,cat,0.5800089240074158,452.6952209472656,70.4998550415039,1125.253173828125,681.8139038085938
89,2.966666666666667,cat,0.37006643414497375,854.6964111328125,318.24609375,1124.0673828125,673.415283203125
90,3.0,cat,0.7057230472564697,456.7099304199219,71.11884307861328,977.6571655273438,681.3850708007812
90,3.0,cat,0.5664815902709961,853.6431274414062,318.3284606933594,1124.298095703125,673.1361694335938
146,4.866666666666666,cat,0.8228425979614258,499.67694091796875,70.58331298828125,901.4938354492188,681.960693359375
146,4.866666666666666,cat,0.2909223139286041,889.0110473632812,373.1755065917969,1138.1689453125,675.7328491210938
147,4.9,cat,0.824748694896698,498.58935546875,70.61614990234375,901.9459228515625,682.3532104492188
147,4.9,cat,0.3006088137626648,887.681396484375,369.8400573730469,1140.25146484375,674.868408203125
148,4.933333333333334,cat,0.8899098634719849,497.1805419921875,70.44278717041016,898.0565795898438,681.3477172851562
148,4.933333333333334,cat,0.5676131844520569,835.7692260742188,365.9532775878906,1143.0635986328125,675.6875610351562
149,4.966666666666667,cat,0.9078866839408875,496.1536865234375,70.65521240234375,894.7823486328125,680.7003784179688
149,4.966666666666667,cat,0.6212543845176697,824.5100708007812,368.6556091308594,1136.393798828125,674.47607421875
150,5.0,cat,0.9032250642776489,494.3307189941406,71.5534896850586,892.63720703125,680.553955078125
150,5.0,cat,0.6336462497711182,821.6921997070312,370.06622314453125,1133.5986328125,673.933349609375
96,3.2,cat,0.6780616044998169,459.47314453125,72.40118408203125,895.5765380859375,680.3623657226562
96,3.2,cat,0.5903083086013794,853.1749877929688,318.37225341796875,1124.400146484375,672.8576049804688
97,3.2333333333333334,cat,0.6425507664680481,459.6410827636719,71.98175048828125,896.7215576171875,680.1570434570312
97,3.2333333333333334,cat,0.5851490497589111,852.7669677734375,318.3275146484375,1124.4869384765625,672.8052368164062
98,3.2666666666666666,cat,0.6340382695198059,459.9533996582031,70.47203826904297,899.600341796875,680.229248046875
98,3.2666666666666666,cat,0.5386528372764587,853.5469360351562,318.50140380859375,1124.0906982421875,672.861572265625
99,3.3,cat,0.679043173789978,459.8576354980469,69.94857025146484,900.3007202148438,680.3079223632812
99,3.3,cat,0.5678490996360779,853.6747436523438,318.4767761230469,1123.966796875,672.6914672851562
100,3.3333333333333335,cat,0.6761701107025146,462.16119384765625,69.3419189453125,901.1945190429688,680.2365112304688
100,3.3333333333333335,cat,0.5587930679321289,851.8944702148438,318.4491271972656,1123.6856689453125,672.7256469726562
156,5.2,cat,0.9109259843826294,492.47052001953125,72.89156341552734,892.1193237304688,680.521484375
156,5.2,cat,0.3052047789096832,865.0982055664062,334.0874328613281,1146.13525390625,672.7228393554688
157,5.233333333333333,cat,0.909641683101654,492.9638977050781,73.0849380493164,892.0138549804688,680.6948852539062
157,5.233333333333333,cat,0.38666751980781555,857.302001953125,327.7897644042969,1149.4783935546875,673.7433471679688
158,5.266666666666667,cat,0.9128267168998718,493.42584228515625,73.28752899169922,891.8629760742188,681.2283325195312
